City_Name,State,Country_Name,City_Website,language,ai,ml,dl,nn,llm
Kemerovo,SIB,Russia,https://kemerovo.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Naberezhnye Chelny(Brešnev),PRV,Russia,https://nabchelny.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Orenburg,PRV,Russia,https://orenburg.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Novokuznetsk,SIB,Russia,https://xn--b1agflcndeb5cwb.xn--p1ai/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Balashikha(incl. Železnodorožnyj),CEN,Russia,https://balashiha.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Ryazan,CEN,Russia,https://admrzn.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Cheboksary,PRV,Russia,https://gcheb.cap.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Kaliningrad (Königsberg),SZA,Russia,https://www.klgd.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Penza,PRV,Russia,https://www.penza-gorod.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Lipetsk,CEN,Russia,http://www.lipetskcity.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Astrakhan,JUZ,Russia,https://astrgorod.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Tula,CEN,Russia,http://www.tula.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Sochi,JUZ,Russia,https://sochiadm.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Kursk,CEN,Russia,http://www.kurskadmin.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Ulan-Udè,DAL,Russia,http://www.ulan-ude-eg.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Surgut,URA,Russia,http://www.admsurgut.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Tver(Kalinin),CEN,Russia,https://www.tver.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Magnitogorsk,URA,Russia,https://www.magnitogorsk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Bryansk,CEN,Russia,https://gorsovet32.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Yakutsk,DAL,Russia,https://yakutskcity.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Ivanovo,CEN,Russia,https://ivgoradm.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Vladimir,CEN,Russia,https://www.vladimir-city.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Grozny,SKA,Russia,https://grozmer.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Chita,DAL,Russia,https://admin.msuchita.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Nizhny Tagil,URA,Russia,https://ntagil.org/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Kaluga,CEN,Russia,https://www.kaluga-gov.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Belgorod,CEN,Russia,http://www.beladm.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Volzhsky,JUZ,Russia,https://admvol.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Vologda,SZA,Russia,https://vologda-portal.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Saransk,PRV,Russia,https://adm-saransk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Smolensk,CEN,Russia,https://www.smoladmin.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Kurgan,URA,Russia,https://www.kurgan-city.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Cherepovets,SZA,Russia,https://cherinfo.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Arkhangelsk,SZA,Russia,https://www.arhcity.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Vladikavkaz (Ordzonikidse),SKA,Russia,https://www.vladikavkaz-osetia.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Oryol,CEN,Russia,https://www.orel-adm.ru/ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Nizhnevartovsk,URA,Russia,http://n-vartovsk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Yoshkar-Ola,PRV,Russia,https://i-ola.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Sterlitamak,PRV,Russia,https://sterlitamakadm.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Mytishchi(incl. Pirogovskij),CEN,Russia,https://mytyshi.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Murmansk,SZA,Russia,https://www.citymurmansk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Kostroma,CEN,Russia,https://gradkostroma.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Novorossiysk,JUZ,Russia,https://admnvrsk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Khimki,CEN,Russia,https://admhimki.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Tambov,CEN,Russia,http://city.tambov.gov.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Nalchik,SKA,Russia,http://na.adm-kbr.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Taganrog,JUZ,Russia,https://tagancity.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Nizhnekamsk,PRV,Russia,https://e-nkama.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Blagoveshchensk,DAL,Russia,https://www.blagduma.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Lyubertsy,CEN,Russia,https://luberadm.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Petrozavodsk,SZA,Russia,http://петрозаводск.рф/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Komsomolsk-on-Amur,DAL,Russia,http://www.kmscity.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Korolyov(Kaliningrad),CEN,Russia,https://korolev.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Engels,PRV,Russia,https://engels-city.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Veliky Novgorod,SZA,Russia,http://www.adm.nov.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Shakhty,JUZ,Russia,http://www.shakhty-gorod.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Bratsk,SIB,Russia,https://www.bratsk-city.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Syktyvkar,SZA,Russia,http://сыктывкар.рф/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Angarsk,SIB,Russia,http://www.angarsk-goradm.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Dzerzhinsk,PRV,Russia,https://адмдзержинск.xn--%20(+)-9qf6a/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Krasnogorsk,CEN,Russia,https://krasnogorsk-adm.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Orsk,PRV,Russia,http://www.orsk-adm.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Odintsovo,CEN,Russia,http://www.odintsovo-gorod.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Pskov,SZA,Russia,https://www.pskovgorod.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Abakan,SIB,Russia,https://xn--80aaac0ct.xn--p1ai/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Armavir,JUZ,Russia,https://www.armawir.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Balakovo,PRV,Russia,https://www.admbal.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Biysk,SIB,Russia,https://biysk22.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Yuzhno-Sakhalinsk,DAL,Russia,https://yuzhno-sakh.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Ussuriysk,DAL,Russia,http://adm-ussuriisk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Norilsk,SIB,Russia,https://www.norilsk-city.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Prokopyevsk,SIB,Russia,http://www.pearlkuz.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Rybinsk (Andropov),CEN,Russia,https://rybinsk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Volgodonsk,JUZ,Russia,http://volgodonskgorod.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Almetyevsk,PRV,Russia,http://almetyevsk.tatar.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Petropavlovsk-Kamchatsky,DAL,Russia,https://www.pkgo.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Syzran,PRV,Russia,http://adm.syzran.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Kamensk-Uralsky,URA,Russia,https://kamensk-uralskiy.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Novocherkassk,JUZ,Russia,https://novochgrad.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Khasavyurt,SKA,Russia,https://xacavurt.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Zlatoust,URA,Russia,https://www.zlat-go.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Domodedovo,CEN,Russia,https://www.domod.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Severodvinsk,SZA,Russia,https://severodvinsk.gosuslugi.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Miass,URA,Russia,http://g-miass.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Salavat,PRV,Russia,http://www.salavat.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Pyatigorsk,SKA,Russia,https://pyatigorsk.org/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Elektrostal,CEN,Russia,https://electrostal.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Maykop,JUZ,Russia,https://maikop.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Shchyolkovo,CEN,Russia,https://shhyolkovo.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Nakhodka,DAL,Russia,http://xn--80aalymh2c.xn--p1ai/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Berezniki,PRV,Russia,http://admbrk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Neftekamsk (Nikolo-Berëzovka),PRV,Russia,http://neftcity.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Serpukhov,CEN,Russia,https://serpuhov.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Obninsk,CEN,Russia,http://www.admobninsk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Kolomna,CEN,Russia,https://www.kolomnagrad.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Kyzyl,SIB,Russia,https://mkyzyl.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Kaspiysk,SKA,Russia,https://www.kaspiysk.org/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Kovrov,CEN,Russia,https://kovrov-gorod.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Derbent,SKA,Russia,http://www.derbent.org/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Nefteyugansk,URA,Russia,https://www.admugansk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Kislovodsk,SKA,Russia,https://kislovodsk-kurort.org/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Nazran,SKA,Russia,https://nazrangrad.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Bataysk,JUZ,Russia,https://www.xn----7sbabb9bafefpyi3bm2b9a2gra.xn--p1ai/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Rubtsovsk,SIB,Russia,https://rubtsovsk.org/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Yessentuki,SKA,Russia,https://adm-essentuki.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Novocheboksarsk,PRV,Russia,https://nowch.cap.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Dolgoprudny,CEN,Russia,https://xn----ftbcbzjqccclm3bf0j.xn--p1ai/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Novomoskovsk,CEN,Russia,http://www.nmosk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Oktyabrsky,PRV,Russia,https://oktadm.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Nevinnomyssk,SKA,Russia,https://nevadm.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Ramenskoye,CEN,Russia,https://www.ramenskoye.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Cherkessk,SKA,Russia,https://cherkessk09.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Mikhaylovsk,SKA,Russia,http://www.mihailovsk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Reutov,CEN,Russia,https://reutov.net/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Khanty-Mansiysk,URA,Russia,https://www.admhmansy.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Pervouralsk,URA,Russia,https://prvadm.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Pushkino,CEN,Russia,http://www.pushkino-adm.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Zhukovsky,CEN,Russia,https://zhukovskiy.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Dimitrovgrad,PRV,Russia,https://www.dimitrovgrad.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Artyom,DAL,Russia,http://artemokrug.gosuslugi.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Novy Urengoy,URA,Russia,https://nur.yanao.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Vidnoye,CEN,Russia,http://www.vidnoe-adm.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Seversk (Tomsk-7),SIB,Russia,http://www.seversknet.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Kamyshin,JUZ,Russia,https://www.admkamyshin.info/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Murom,CEN,Russia,http://murom.info/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Orekhovo-Zuyevo,CEN,Russia,https://ozmo.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Arzamas,PRV,Russia,https://arzamas.org/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Èlista,JUZ,Russia,https://gorod-elista.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Noyabrsk,URA,Russia,http://www.admnoyabrsk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Berdsk,SIB,Russia,https://berdsk.nso.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Noginsk,CEN,Russia,https://www.gorod-noginsk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Novoshakhtinsk,JUZ,Russia,https://novoshakhtinsk.org/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Achinsk,SIB,Russia,https://achinsk.gosuslugi.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Tobolsk,URA,Russia,https://tobolsk.admtyumen.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Zelenodolsk,PRV,Russia,http://zelenodolsk.tatarstan.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Sergiyev Posad(Zagorsk),CEN,Russia,http://www.sergiev-posad.net/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Novokuybyshevsk,PRV,Russia,http://city-hall.nvkb.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Votkinsk,PRV,Russia,https://www.votkinsk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Zheleznogorsk,CEN,Russia,https://adminzhel.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Mezhdurechensk,SIB,Russia,https://www.mrech.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Voskresensk,CEN,Russia,http://www.vmr-mo.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Yelets,CEN,Russia,https://elets-adm.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Sarov (Arzamas-16),PRV,Russia,http://adm.sarov.com/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Serov,URA,Russia,https://www.adm-serov.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Gatchina,SZA,Russia,http://www.gatchina-meria.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Sarapul,PRV,Russia,http://adm-sarapul.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Magadan,DAL,Russia,http://www.magadangorod.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Michurinsk,CEN,Russia,http://www.xn----8sbalgtaqconcpuji4ai0e.xn--p1ai/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Klin,CEN,Russia,http://www.klincity.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Buzuluk,PRV,Russia,https://buzuluk.orb.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Solikamsk,PRV,Russia,https://solokrug.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Chekhov,CEN,Russia,https://agoch.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Glazov,PRV,Russia,https://portal.glazov-gov.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Anapa,JUZ,Russia,https://www.anapa-official.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Kansk,SIB,Russia,http://www.gorodkansk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Velikiye Luki,SZA,Russia,http://vluki.reg60.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Gubkin,CEN,Russia,https://gubkinadm.gosuslugi.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Kamensk-Shakhtinsky,JUZ,Russia,https://kamensk.donland.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Yeysk,JUZ,Russia,https://adm-yeisk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Lobnya,CEN,Russia,http://www.lobnya.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Zheleznogorsk(Krasnojarsk-26),SIB,Russia,https://www.admk26.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Gelendzhik,JUZ,Russia,https://admgel.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Azov,JUZ,Russia,http://www.gorodazov.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Bugulma,PRV,Russia,http://bugulma.tatar.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Vsevolozhsk,SZA,Russia,https://gorodvsevologsk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Yurga,SIB,Russia,http://www.adm.yrg.kuzbass.net/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Ust'-Ilimsk,SIB,Russia,https://www.ust-ilimsk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Novouralsk(Sverdlovsk-44),URA,Russia,https://www.novouralsk-adm.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Bor,PRV,Russia,https://www.borcity.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Ukhta,SZA,Russia,http://ухта.рф/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Kuznetsk,PRV,Russia,http://gorodkuzneck.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Ozyorsk(Čel'abinsk-65),URA,Russia,http://www.ozerskadm.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Verkhnyaya Pyshma,URA,Russia,https://www.movp.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Chernogorsk,SIB,Russia,https://chernogorsk.com/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Chaykovsky,PRV,Russia,https://chaikovskiyregion.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Kineshma,CEN,Russia,https://www.admkineshma.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Naro-Fominsk,CEN,Russia,http://www.nfcity.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Novotroitsk,PRV,Russia,https://novotroitsk.orb.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Kropotkin,JUZ,Russia,https://gorod-kropotkin.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Dubna,CEN,Russia,http://www.naukograd-dubna.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Novoaltaysk,SIB,Russia,https://www.novoaltaysk.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Usolye-Sibirskoye,SIB,Russia,http://www.usolie-sibirskoe.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Balashov,PRV,Russia,https://balashovadmin.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Kotelniki,CEN,Russia,https://www.kotelniki.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Sertolovo,SZA,Russia,https://www.mosertolovo.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
Vyborg,SZA,Russia,http://www.city.vbg.ru/,Russian,искусственный интеллект,машинное обучение,глубокое обучение,нейронная сеть,большая языковая модель
